1;ac:2a:a1:21:df:60;SJ730P6INCSL601;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703337V;10.5.123.111;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
2;ac:2a:a1:22:39:40;SJ730S1INCSL001;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC27033377;10.5.123.114;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
3;ac:2a:a1:22:83:20;SJ730P3INCSL301;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703338L;10.5.123.102;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
4;ac:2a:a1:23:4f:00;SJ730P2INCSL202;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703337R;10.5.123.109;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
5;ac:2a:a1:23:55:e0;SJ730P4INCSL401;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703337T;10.5.123.108;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
6;ac:2a:a1:23:56:40;SJ730P4INCSL403;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703337Z;10.5.123.103;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
7;ac:2a:a1:23:95:c0;SJ730P6INCSL604;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC27033390;10.5.123.113;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
8;ac:2a:a1:23:99:00;SJ730P6INCSL602;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC27033378;10.5.123.100;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
9;ac:2a:a1:23:a6:e0;SJ730P4INCSL402;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703339M;10.5.123.101;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
10;ac:2a:a1:23:a9:40;SJ730P2INCSL201;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703339R;10.5.123.122;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
11;ac:2a:a1:24:09:60;SJ730P2INCSL203;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703338K;10.5.123.124;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
12;ac:2a:a1:24:0f:80;SJ730P5INCSL503;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703337Q;10.5.123.112;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
13;ac:2a:a1:24:0f:a0;SJ730P6INCSL603;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703337W;10.5.123.115;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
14;ac:2a:a1:24:10:40;SJ730P5INCSL504;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703339P;10.5.123.118;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
15;ac:2a:a1:24:99:60;SJ730P4INCSL404;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703337S;10.5.123.121;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
16;ac:2a:a1:24:9a:00;SJ730S1INCSL004;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703337P;10.5.123.110;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
17;ac:2a:a1:24:b1:a0;SJ730P1INCSL103;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC270333A5;10.5.123.104;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
18;ac:2a:a1:25:3d:20;SJ730P5INCSL502;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC27033391;10.5.123.116;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
19;ac:2a:a1:25:3d:80;SJ730P1INCSL102;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703338Z;10.5.123.119;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
20;ac:2a:a1:25:3d:e0;SJ730S1INCSL002;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703338P;10.5.123.105;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
21;ac:2a:a1:25:41:00;SJ730P3INCSL303;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703339N;10.5.123.107;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
22;ac:2a:a1:25:42:80;SJ730P3INCSL302;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC27033371;10.5.123.123;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
23;ac:2a:a1:25:46:40;SJ730S1INCSL003;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703338J;10.5.123.117;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
24;ac:2a:a1:25:48:40;SJ730P5INCSL501;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC2703338Y;10.5.123.106;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
25;ac:2a:a1:25:9d:c0;SJ730P1INCSL101;8.10.185.0;1.1.2.4;WLC-5521;C9115AXI-A;FJC27033373;10.5.123.120;WLC-5523;255.255.255.0;10.5.123.1;BaseUCeventos;8.10.185.0;10.6.100.11
26;00:35:1a:31:64:b0;SJ680P3ANGLAP01;8.5.164.0;15.2.4.5;WLC-5522;AIR-CAP2702E-A-K9;FJC2003F6HE;10.5.16.67;WLC-8540;255.255.255.192;10.5.16.65;CentroInnovacionAngelini_P4;15.3(3)JF12i$;10.6.100.22
27;00:78:88:5a:61:40;SJ680P7ANGOCEVI;8.5.164.0;15.3.0.0;WLC-5522;AIR-CAP1702I-A-K9;FCW2008N85Y;10.5.17.101;WLC-8540;255.255.255.192;10.5.17.65;CenamadP7;15.3(3)JF12i$;10.6.100.22
28;00:c8:8b:e8:91:00;SJ680P7ANGOCMAD;8.5.164.0;15.2.4.5;WLC-5522;AIR-CAP2702I-A-K9;FCW2005N0BD;10.5.17.100;WLC-8541;255.255.255.192;10.5.17.65;CenamadP7;15.3(3)JF12i$;10.6.100.22
29;08:cc:68:db:bb:40;SJ680P1ANGAOrie;8.5.164.0;12.4.23.0;WLC-5522;AIR-CAP3602I-A-K9;FGL1718X523;10.5.15.206;WLC-8540;255.255.255.192;10.5.15.193;CentroInnovacionAngelini_P1_2;15.3(3)JF12i$;10.6.100.22
30;08:cc:68:db:fb:d0;SJ680P1ANGAAP01;8.5.164.0;12.4.23.0;WLC-5522;AIR-CAP3602I-A-K9;FGL1718X5FS;10.5.15.203;WLC-8540;255.255.255.192;10.5.15.193;CentroInnovacionAngelini_P1_2;15.3(3)JF12i$;10.6.100.22
31;08:cc:68:db:fb:f0;SJ680P2ANGS203A;8.5.164.0;12.4.23.0;WLC-5522;AIR-CAP3602I-A-K9;FGL1718X5FE;10.5.16.14;WLC-8540;255.255.255.192;10.5.16.1;CentroInnovacionAngelini_P1_2;15.3(3)JF12i$;10.6.100.22
